"LIZARDNUMBER","DATE","TIME","EASTING","NORTHING","Distance.Moved..m."
"F66","5/2/07","0:00",500884,3592322,NA
"F66","5/3/07","0:00",500884,3592322,0
"F66","5/6/07","0:00",500908,3592594,273
"F66","5/13/07","0:00",500970,3592386,217
"F66","5/17/07","0:00",500864,3592281,149
"F66","5/23/07","0:00",500969,3592387,149
"F66","6/1/07","0:00",500971,3592388,2
"F66","6/5/07","0:00",500971,3592388,0
"F66","6/10/07","0:00",500971,3592388,0
"F66","6/12/07","0:00",500971,3592388,0
"F66","6/20/07","0:00",500971,3592388,0
"F66","6/27/07","0:00",501003,3592171,219
"F66","7/3/07","0:00",501034,3592183,33
"F66","7/5/07","0:00",501034,3592183,0
"F66","7/18/07","0:00",501034,3592183,0
"F66","7/19/07","0:00",501034,3592183,0
"F66","8/16/07","0:00",500850,3592094,204
"F66","8/19/07","0:00",501019,3592172,186
"F66","8/22/07","0:00",500883,3591881,321
"F66","8/27/07","0:00",500869,3592011,131
"F66","8/28/07","0:00",500869,3592011,0
"F66","8/30/07","0:00",500747,3592178,207
"F66","4/9/08","12:39",501088,3592253,349
"F66","4/16/08","11:44",501079,3592173,81
"F66","4/22/08","8:17",501088,3592253,81
"F66","4/23/08","9:32",501088,3592253,0
"F66","4/24/08","10:07",501088,3592253,0
"F66","4/25/08","10:15",501091,3592147,106
"F66","5/1/08","13:30",500901,3592079,202
"F66","5/2/08","13:30",500910,3591999,81
"F66","5/5/08","11:15",501020,3592172,205
"F66","5/7/08","9:53",501058,3592243,81
"F66","5/8/08","9:52",501058,3592243,0
"F66","5/12/08","20:40",501058,3592243,0
"F66","5/20/08","10:30",501058,3592243,0
"F66","5/21/08","19:18",501058,3592243,0
"F66","5/24/08","19:06",501091,3592246,33
"F66","5/26/08","19:33",500878,3592579,395
"F66","5/28/08","20:00",500878,3592579,0
"F66","6/2/08","20:35",500878,3592579,0
"F66","6/3/08","21:12",500878,3592579,0
"F66","6/6/08","19:51",500878,3592579,0
"F66","6/9/08","19:02",500878,3592579,0
"F66","6/11/08","22:07",500878,3592579,0
"F66","6/19/08","20:47",500878,3592583,4
"F66","6/21/08","20:58",500877,3592579,4
"F66","6/22/08","22:18",500877,3592579,0
"F66","6/24/08","20:42",500877,3592579,0
"F66","6/28/08","20:41",501073,3592200,427
"F66","6/30/08","20:15",501037,3592181,41
"F66","7/8/08","7:17",501005,3592171,34
"F66","7/14/08","22:24",500908,3592153,99
"F66","7/15/08","22:12",500888,3591876,278
"F66","7/17/08","7:42",501053,3592242,401
"F66","7/22/08","22:50",500901,3592043,250
"F66","7/26/08","8:08",500985,3592286,257
"F66","7/29/08","10:04",500870,3592268,116
"F66","8/4/08","21:52",500949,3591988,291
"F66","8/11/08","22:20",501012,3592036,79
"F66","8/25/08","20:16",500942,3592129,116
"F66","9/2/08","9:35",500901,3592073,69
"F66","9/6/08","20:52",500929,3592350,278
"F66","9/11/08","9:36",500931,3592063,287
"F66","9/18/08","9:03",501058,3592219,201
"F66","9/19/08","20:30",501058,3592219,0
"F66","9/25/08","9:42",500867,3592592,419
"F66","9/29/08","11:24",500936,3592647,88
"F66","10/4/08","16:41",500933,3592648,3
"F66","10/10/08","10:47",500933,3592647,1
"F66","10/17/08","16:18",500985,3592582,83
"F66","10/23/08","15:54",500985,3592582,0
"F66","11/8/08","13:57",500972,3592615,35
"F66","3/14/09","0:00",500920,3592553,81
"F66","3/17/09","0:00",500920,3592553,0
"F66","3/28/09","0:00",500971,3592408,154
"F66","4/9/09","0:00",501088,3592253,194
"F66","4/9/09","0:00",501084,3592254,4
"F66","4/10/09","0:00",501084,3592254,0
"F66","4/11/09","0:00",501084,3592254,0
"F66","4/13/09","0:00",501057,3592295,49
"F66","4/16/09","0:00",500870,3592391,210
"F66","4/17/09","0:00",500870,3592391,0
"F66","4/18/09","0:00",500870,3592391,0
"F66","4/20/09","0:00",500862,3592384,11
"F66","4/23/09","0:00",501077,3592168,305
"F66","4/30/09","0:00",500897,3592050,215
"F66","5/11/09","0:00",500902,3592311,261
"F66","5/12/09","0:00",500958,3592369,81
"F66","5/12/09","0:00",500948,3592352,20
"F66","5/13/09","0:00",500948,3592352,0
"F66","5/13/09","0:00",500948,3592352,0
"F66","5/13/09","0:00",500895,3592279,90
"F66","5/14/09","0:00",500895,3592279,0
"F66","5/18/09","0:00",501015,3592179,156
"F66","5/19/09","0:00",501015,3592179,0
"F66","5/20/09","0:00",501015,3592179,0
"F66","5/22/09","0:00",501015,3592179,0
"F66","5/23/09","0:00",501015,3592179,0
"F66","5/23/09","0:00",501023,3592204,26
"F66","5/25/09","0:00",501023,3592204,0
"F66","6/4/09","0:00",501023,3592204,0
"F66","6/9/09","0:00",501023,3592204,0
"F66","6/10/09","0:00",501023,3592204,0
"F66","6/11/09","0:00",501023,3592204,0
"F66","6/12/09","0:00",501023,3592204,0
"F66","6/13/09","0:00",501023,3592204,0
"F66","6/15/09","0:00",501023,3592204,0
"F66","6/16/09","0:00",501023,3592204,0
"F66","6/17/09","0:00",501023,3592204,0
"F66","6/26/09","0:00",501036,3592185,23
"F66","7/1/09","20:26",501035,3592185,1
"F66","7/9/09","0:00",501034,3592173,12
"F66","7/10/09","23:20",501043,3592185,15
"F66","7/20/09","0:00",500991,3592209,57
"F66","7/22/09","23:14",501020,3592211,29
"F66","7/29/09","0:59",500869,3592011,251
"F66","8/1/09","0:00",501034,3592173,231
"F66","8/4/09","23:54",501012,3592159,26
"F66","8/6/09","23:06",501016,3592169,11
"F66","8/7/09","23:15",500946,3592125,83
"F66","8/11/09","0:00",500942,3592124,4
"F66","8/19/09","23:11",500939,3591996,128
"F66","8/26/09","21:25",500881,3592044,75
"F66","8/30/09","1:05",500869,3592011,35
"F66","8/31/09","23:17",500799,3592344,340
"F66","9/1/09","20:36",500805,3592332,13
"F66","9/5/09","23:00",500858,3592295,65
"F66","9/9/09","0:00",501031,3592089,269
"F66","9/9/09","9:10",501037,3592087,6
"F66","9/15/09","6:55",501037,3592087,0
"F66","9/23/09","9:26",501058,3592581,494
"F66","9/24/09","18:20",501058,3592581,0
"F66","9/30/09","9:33",501053,3592574,9
"F66","10/6/09","18:24",501056,3592572,4
"F66","10/10/09","15:39",501054,3592574,3
"F66","10/18/09","18:22",501013,3592532,59
"F66","10/25/09","13:41",501013,3592532,0
"F66","10/31/09","11:35",501013,3592519,13
"F66","11/8/09","15:05",500983,3592582,70
"F66","11/14/09","0:00",501011,3592534,56
"F66","11/29/09","14:35",500983,3592582,56
"F66","12/13/09","13:53",500983,3592582,0
"F66","3/25/10","16:35",500933,3592579,50
"F66","4/9/10","11:16",500999,3592261,325
"F66","5/7/10","17:10",500934,3592092,181
"F66","5/15/10","14:53",501031,3592213,155
"F66","6/7/10","15:55",501031,3592213,0
"F66","6/12/10","17:19",501031,3592213,0
"F66","6/17/10","8:52",501031,3592213,0
"F66","6/22/10","22:33",501031,3592213,0
"F66","6/25/10","18:31",500938,3592305,131
"F66","6/26/10","21:37",500992,3592130,183
"F66","6/28/10","20:37",501005,3592174,46
"F66","7/2/10","19:49",501037,3592180,33
"F66","7/4/10","22:23",501035,3592179,2
"F66","7/6/10","22:39",501037,3592183,4
"F66","7/7/10","22:16",501034,3592187,5
"F66","7/8/10","20:37",501033,3592182,5
"F66","7/9/10","19:04",501033,3592182,0
"F66","7/9/10","22:03",501033,3592182,0
"F66","7/11/10","22:29",501040,3592170,14
"F66","7/12/10","20:30",501042,3592192,22
"F66","7/13/10","22:21",501042,3592192,0
"F66","7/15/10","22:58",501042,3592192,0
"F66","7/16/10","8:14",501042,3592192,0
"F66","7/18/10","23:49",501028,3592187,15
"F66","7/18/10","21:50",501086,3592131,81
"F66","7/18/10","8:46",501042,3592192,75
"F66","7/19/10","7:26",501040,3592170,22
"F66","7/22/10","11:22",501040,3592170,0
"F66","7/23/10","23:29",500915,3592348,218
"F66","7/25/10","21:16",500888,3592248,104
"F66","7/26/10","6:37",501032,3592183,158
"F66","7/26/10","21:15",501045,3592179,14
"F66","7/28/10","7:39",501030,3592180,15
"F66","7/28/10","1:24",501034,3592183,5
"F66","8/1/10","23:27",501030,3592180,5
"F66","8/9/10","19:44",500938,3591967,232
"F66","8/16/10","22:51",500859,3591782,201
"F66","8/17/10","22:02",500808,3591730,73
"F66","8/18/10","21:29",500723,3591971,256
"F66","8/22/10","23:52",500884,3592100,206
"F66","8/23/10","10:44",500869,3592011,90
"F66","8/23/10","23:03",500935,3591630,387
"F66","9/2/10","0:13",500635,3591777,334
"F66","9/2/10","10:58",500508,3591837,140
"F66","9/8/10","21:09",500883,3591873,377
"F66","9/15/10","9:03",500794,3592036,186
"F66","9/16/10","22:18",500794,3592036,0
"F66","9/23/10","20:56",500990,3592374,391
"F66","9/27/10","10:32",500981,3592371,9
"F66","10/2/10","18:26",500950,3592417,55
"F66","10/8/10","10:03",501011,3592528,127
"F66","10/19/10","15:24",501016,3592533,7
"F66","10/22/10","14:04",501016,3592533,0
"F66","1/12/11","9:56",500972,3592595,76
"F66","4/11/11","11:57",501030,3592212,NA
"F66","4/19/11","11:35",501057,3592234,35
"F66","4/29/11","9:09",500928,3592047,227
"F66","5/12/11","12:32",500829,3591994,112
